Region,Country,State,City,Month,Day,Year,Temperature,Fahrenheit 
Asia,India,,Bombay (Mumbai),12,1,2007,27.16666667,80.9
Asia,India,,Bombay (Mumbai),12,2,2007,27.05555556,80.7
Asia,India,,Bombay (Mumbai),12,3,2007,27.61111111,81.7
Asia,India,,Bombay (Mumbai),12,4,2007,28.11111111,82.6
Asia,India,,Bombay (Mumbai),12,5,2007,27.55555556,81.6
Asia,India,,Bombay (Mumbai),12,6,2007,26.66666667,80
Asia,India,,Bombay (Mumbai),12,7,2007,-72.77777778,-99
Asia,India,,Bombay (Mumbai),12,8,2007,25.66666667,78.2
Asia,India,,Bombay (Mumbai),12,9,2007,25.72222222,78.3
Asia,India,,Bombay (Mumbai),12,10,2007,25.5,77.9
Asia,India,,Bombay (Mumbai),12,11,2007,26,78.8
Asia,India,,Bombay (Mumbai),12,12,2007,25.5,77.9
Asia,India,,Bombay (Mumbai),12,13,2007,25.27777778,77.5
Asia,India,,Bombay (Mumbai),12,14,2007,25.38888889,77.7
Asia,India,,Bombay (Mumbai),12,15,2007,26.27777778,79.3
Asia,India,,Bombay (Mumbai),12,16,2007,27.83333333,82.1
Asia,India,,Bombay (Mumbai),12,17,2007,28.55555556,83.4
Asia,India,,Bombay (Mumbai),12,18,2007,27.72222222,81.9
Asia,India,,Bombay (Mumbai),12,19,2007,28.05555556,82.5
Asia,India,,Bombay (Mumbai),12,20,2007,29.5,85.1
Asia,India,,Bombay (Mumbai),12,21,2007,30.05555556,86.1
Asia,India,,Bombay (Mumbai),12,22,2007,29.55555556,85.2
Asia,India,,Bombay (Mumbai),12,23,2007,28.5,83.3
Asia,India,,Bombay (Mumbai),12,24,2007,27.61111111,81.7
Asia,India,,Bombay (Mumbai),12,25,2007,26.55555556,79.8
Asia,India,,Bombay (Mumbai),12,26,2007,26.11111111,79
Asia,India,,Bombay (Mumbai),12,27,2007,24.88888889,76.8
Asia,India,,Bombay (Mumbai),12,28,2007,24.22222222,75.6
Asia,India,,Bombay (Mumbai),12,29,2007,24.38888889,75.9
Asia,India,,Bombay (Mumbai),12,30,2007,23.77777778,74.8
Asia,India,,Bombay (Mumbai),12,31,2007,24,75.2
Asia,India,,Bombay (Mumbai),1,1,2008,23.33333333,74
Asia,India,,Bombay (Mumbai),1,2,2008,22.83333333,73.1
Asia,India,,Bombay (Mumbai),1,3,2008,23.83333333,74.9
Asia,India,,Bombay (Mumbai),1,4,2008,25.22222222,77.4
Asia,India,,Bombay (Mumbai),1,5,2008,25.88888889,78.6
Asia,India,,Bombay (Mumbai),1,6,2008,26,78.8
Asia,India,,Bombay (Mumbai),1,7,2008,26,78.8
Asia,India,,Bombay (Mumbai),1,8,2008,26.33333333,79.4
Asia,India,,Bombay (Mumbai),1,9,2008,25.77777778,78.4
Asia,India,,Bombay (Mumbai),1,10,2008,25.61111111,78.1
Asia,India,,Bombay (Mumbai),1,11,2008,24.94444444,76.9
Asia,India,,Bombay (Mumbai),1,12,2008,26.05555556,78.9
Asia,India,,Bombay (Mumbai),1,13,2008,25.38888889,77.7
Asia,India,,Bombay (Mumbai),1,14,2008,27,80.6
Asia,India,,Bombay (Mumbai),1,15,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),1,16,2008,29.05555556,84.3
Asia,India,,Bombay (Mumbai),1,17,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),1,18,2008,24.94444444,76.9
Asia,India,,Bombay (Mumbai),1,19,2008,22.61111111,72.7
Asia,India,,Bombay (Mumbai),1,20,2008,22.44444444,72.4
Asia,India,,Bombay (Mumbai),1,21,2008,22.88888889,73.2
Asia,India,,Bombay (Mumbai),1,22,2008,-72.77777778,-99
Asia,India,,Bombay (Mumbai),1,23,2008,21.88888889,71.4
Asia,India,,Bombay (Mumbai),1,24,2008,22.11111111,71.8
Asia,India,,Bombay (Mumbai),1,25,2008,21.77777778,71.2
Asia,India,,Bombay (Mumbai),1,26,2008,21.16666667,70.1
Asia,India,,Bombay (Mumbai),1,27,2008,20.94444444,69.7
Asia,India,,Bombay (Mumbai),1,28,2008,23.77777778,74.8
Asia,India,,Bombay (Mumbai),1,29,2008,23.38888889,74.1
Asia,India,,Bombay (Mumbai),1,30,2008,23.16666667,73.7
Asia,India,,Bombay (Mumbai),1,31,2008,21.44444444,70.6
Asia,India,,Bombay (Mumbai),2,1,2008,22.66666667,72.8
Asia,India,,Bombay (Mumbai),2,2,2008,22.66666667,72.8
Asia,India,,Bombay (Mumbai),2,3,2008,22.5,72.5
Asia,India,,Bombay (Mumbai),2,4,2008,20.38888889,68.7
Asia,India,,Bombay (Mumbai),2,5,2008,19.16666667,66.5
Asia,India,,Bombay (Mumbai),2,6,2008,20.16666667,68.3
Asia,India,,Bombay (Mumbai),2,7,2008,17.44444444,63.4
Asia,India,,Bombay (Mumbai),2,8,2008,17.88888889,64.2
Asia,India,,Bombay (Mumbai),2,9,2008,21.22222222,70.2
Asia,India,,Bombay (Mumbai),2,10,2008,22.88888889,73.2
Asia,India,,Bombay (Mumbai),2,11,2008,23.27777778,73.9
Asia,India,,Bombay (Mumbai),2,12,2008,24.38888889,75.9
Asia,India,,Bombay (Mumbai),2,13,2008,25.88888889,78.6
Asia,India,,Bombay (Mumbai),2,14,2008,26.88888889,80.4
Asia,India,,Bombay (Mumbai),2,15,2008,27.33333333,81.2
Asia,India,,Bombay (Mumbai),2,16,2008,25.66666667,78.2
Asia,India,,Bombay (Mumbai),2,17,2008,26.16666667,79.1
Asia,India,,Bombay (Mumbai),2,18,2008,25.33333333,77.6
Asia,India,,Bombay (Mumbai),2,19,2008,24.72222222,76.5
Asia,India,,Bombay (Mumbai),2,20,2008,25.44444444,77.8
Asia,India,,Bombay (Mumbai),2,21,2008,25.55555556,78
Asia,India,,Bombay (Mumbai),2,22,2008,25.88888889,78.6
Asia,India,,Bombay (Mumbai),2,23,2008,24.72222222,76.5
Asia,India,,Bombay (Mumbai),2,24,2008,24.5,76.1
Asia,India,,Bombay (Mumbai),2,25,2008,24.88888889,76.8
Asia,India,,Bombay (Mumbai),2,26,2008,27.33333333,81.2
Asia,India,,Bombay (Mumbai),2,27,2008,29,84.2
Asia,India,,Bombay (Mumbai),2,28,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),2,29,2008,28.83333333,83.9
Asia,India,,Bombay (Mumbai),3,1,2008,28.33333333,83
Asia,India,,Bombay (Mumbai),3,2,2008,27.38888889,81.3
Asia,India,,Bombay (Mumbai),3,3,2008,26.55555556,79.8
Asia,India,,Bombay (Mumbai),3,4,2008,26.77777778,80.2
Asia,India,,Bombay (Mumbai),3,5,2008,26.77777778,80.2
Asia,India,,Bombay (Mumbai),3,6,2008,28,82.4
Asia,India,,Bombay (Mumbai),3,7,2008,28.16666667,82.7
Asia,India,,Bombay (Mumbai),3,8,2008,29.27777778,84.7
Asia,India,,Bombay (Mumbai),3,9,2008,28.5,83.3
Asia,India,,Bombay (Mumbai),3,10,2008,27,80.6
Asia,India,,Bombay (Mumbai),3,11,2008,27.5,81.5
Asia,India,,Bombay (Mumbai),3,12,2008,27.27777778,81.1
Asia,India,,Bombay (Mumbai),3,13,2008,27.27777778,81.1
Asia,India,,Bombay (Mumbai),3,14,2008,27.27777778,81.1
Asia,India,,Bombay (Mumbai),3,15,2008,28.27777778,82.9
Asia,India,,Bombay (Mumbai),3,16,2008,29.66666667,85.4
Asia,India,,Bombay (Mumbai),3,17,2008,29.72222222,85.5
Asia,India,,Bombay (Mumbai),3,18,2008,28.38888889,83.1
Asia,India,,Bombay (Mumbai),3,19,2008,27.83333333,82.1
Asia,India,,Bombay (Mumbai),3,20,2008,27.16666667,80.9
Asia,India,,Bombay (Mumbai),3,21,2008,28.55555556,83.4
Asia,India,,Bombay (Mumbai),3,22,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),3,23,2008,28.11111111,82.6
Asia,India,,Bombay (Mumbai),3,24,2008,27.88888889,82.2
Asia,India,,Bombay (Mumbai),3,25,2008,27.83333333,82.1
Asia,India,,Bombay (Mumbai),3,26,2008,27.72222222,81.9
Asia,India,,Bombay (Mumbai),3,27,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),3,28,2008,28.22222222,82.8
Asia,India,,Bombay (Mumbai),3,29,2008,28.16666667,82.7
Asia,India,,Bombay (Mumbai),3,30,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),3,31,2008,26.66666667,80
Asia,India,,Bombay (Mumbai),4,1,2008,26.27777778,79.3
Asia,India,,Bombay (Mumbai),4,2,2008,26.66666667,80
Asia,India,,Bombay (Mumbai),4,3,2008,27.44444444,81.4
Asia,India,,Bombay (Mumbai),4,4,2008,26.88888889,80.4
Asia,India,,Bombay (Mumbai),4,5,2008,27.5,81.5
Asia,India,,Bombay (Mumbai),4,6,2008,28.61111111,83.5
Asia,India,,Bombay (Mumbai),4,7,2008,28.94444444,84.1
Asia,India,,Bombay (Mumbai),4,8,2008,29,84.2
Asia,India,,Bombay (Mumbai),4,9,2008,31.16666667,88.1
Asia,India,,Bombay (Mumbai),4,10,2008,31.05555556,87.9
Asia,India,,Bombay (Mumbai),4,11,2008,31.27777778,88.3
Asia,India,,Bombay (Mumbai),4,12,2008,30.44444444,86.8
Asia,India,,Bombay (Mumbai),4,13,2008,29.66666667,85.4
Asia,India,,Bombay (Mumbai),4,14,2008,30.22222222,86.4
Asia,India,,Bombay (Mumbai),4,15,2008,29.5,85.1
Asia,India,,Bombay (Mumbai),4,16,2008,28.66666667,83.6
Asia,India,,Bombay (Mumbai),4,17,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),4,18,2008,29.16666667,84.5
Asia,India,,Bombay (Mumbai),4,19,2008,29.16666667,84.5
Asia,India,,Bombay (Mumbai),4,20,2008,30.11111111,86.2
Asia,India,,Bombay (Mumbai),4,21,2008,31.11111111,88
Asia,India,,Bombay (Mumbai),4,22,2008,31.72222222,89.1
Asia,India,,Bombay (Mumbai),4,23,2008,31.27777778,88.3
Asia,India,,Bombay (Mumbai),4,24,2008,31.05555556,87.9
Asia,India,,Bombay (Mumbai),4,25,2008,30.05555556,86.1
Asia,India,,Bombay (Mumbai),4,26,2008,30.16666667,86.3
Asia,India,,Bombay (Mumbai),4,27,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),4,28,2008,29.55555556,85.2
Asia,India,,Bombay (Mumbai),4,29,2008,29.44444444,85
Asia,India,,Bombay (Mumbai),4,30,2008,29.22222222,84.6
Asia,India,,Bombay (Mumbai),5,1,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),5,2,2008,29.22222222,84.6
Asia,India,,Bombay (Mumbai),5,3,2008,29.16666667,84.5
Asia,India,,Bombay (Mumbai),5,4,2008,29.05555556,84.3
Asia,India,,Bombay (Mumbai),5,5,2008,29.66666667,85.4
Asia,India,,Bombay (Mumbai),5,6,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),5,7,2008,29.88888889,85.8
Asia,India,,Bombay (Mumbai),5,8,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),5,9,2008,29.88888889,85.8
Asia,India,,Bombay (Mumbai),5,10,2008,30.05555556,86.1
Asia,India,,Bombay (Mumbai),5,11,2008,29.83333333,85.7
Asia,India,,Bombay (Mumbai),5,12,2008,29.83333333,85.7
Asia,India,,Bombay (Mumbai),5,13,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),5,14,2008,30,86
Asia,India,,Bombay (Mumbai),5,15,2008,30.05555556,86.1
Asia,India,,Bombay (Mumbai),5,16,2008,30.55555556,87
Asia,India,,Bombay (Mumbai),5,17,2008,30.33333333,86.6
Asia,India,,Bombay (Mumbai),5,18,2008,30.66666667,87.2
Asia,India,,Bombay (Mumbai),5,19,2008,30.94444444,87.7
Asia,India,,Bombay (Mumbai),5,20,2008,31,87.8
Asia,India,,Bombay (Mumbai),5,21,2008,30.77777778,87.4
Asia,India,,Bombay (Mumbai),5,22,2008,31,87.8
Asia,India,,Bombay (Mumbai),5,23,2008,31,87.8
Asia,India,,Bombay (Mumbai),5,24,2008,30.94444444,87.7
Asia,India,,Bombay (Mumbai),5,25,2008,31.38888889,88.5
Asia,India,,Bombay (Mumbai),5,26,2008,31.38888889,88.5
Asia,India,,Bombay (Mumbai),5,27,2008,31.72222222,89.1
Asia,India,,Bombay (Mumbai),5,28,2008,31.5,88.7
Asia,India,,Bombay (Mumbai),5,29,2008,31.33333333,88.4
Asia,India,,Bombay (Mumbai),5,30,2008,31.5,88.7
Asia,India,,Bombay (Mumbai),5,31,2008,31.5,88.7
Asia,India,,Bombay (Mumbai),6,1,2008,31.33333333,88.4
Asia,India,,Bombay (Mumbai),6,2,2008,31.61111111,88.9
Asia,India,,Bombay (Mumbai),6,3,2008,30.61111111,87.1
Asia,India,,Bombay (Mumbai),6,4,2008,30.83333333,87.5
Asia,India,,Bombay (Mumbai),6,5,2008,29.83333333,85.7
Asia,India,,Bombay (Mumbai),6,6,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),6,7,2008,26.44444444,79.6
Asia,India,,Bombay (Mumbai),6,8,2008,26.16666667,79.1
Asia,India,,Bombay (Mumbai),6,9,2008,26.61111111,79.9
Asia,India,,Bombay (Mumbai),6,10,2008,26.16666667,79.1
Asia,India,,Bombay (Mumbai),6,11,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),6,12,2008,28.22222222,82.8
Asia,India,,Bombay (Mumbai),6,13,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),6,14,2008,28.61111111,83.5
Asia,India,,Bombay (Mumbai),6,15,2008,29.33333333,84.8
Asia,India,,Bombay (Mumbai),6,16,2008,29.44444444,85
Asia,India,,Bombay (Mumbai),6,17,2008,29.44444444,85
Asia,India,,Bombay (Mumbai),6,18,2008,29.61111111,85.3
Asia,India,,Bombay (Mumbai),6,19,2008,29.61111111,85.3
Asia,India,,Bombay (Mumbai),6,20,2008,29.38888889,84.9
Asia,India,,Bombay (Mumbai),6,21,2008,29.55555556,85.2
Asia,India,,Bombay (Mumbai),6,22,2008,29.22222222,84.6
Asia,India,,Bombay (Mumbai),6,23,2008,29.5,85.1
Asia,India,,Bombay (Mumbai),6,24,2008,29.16666667,84.5
Asia,India,,Bombay (Mumbai),6,25,2008,27.88888889,82.2
Asia,India,,Bombay (Mumbai),6,26,2008,28.33333333,83
Asia,India,,Bombay (Mumbai),6,27,2008,29.16666667,84.5
Asia,India,,Bombay (Mumbai),6,28,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),6,29,2008,27.16666667,80.9
Asia,India,,Bombay (Mumbai),6,30,2008,26.77777778,80.2
Asia,India,,Bombay (Mumbai),7,1,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),7,2,2008,28.44444444,83.2
Asia,India,,Bombay (Mumbai),7,3,2008,28.33333333,83
Asia,India,,Bombay (Mumbai),7,4,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),7,5,2008,28.44444444,83.2
Asia,India,,Bombay (Mumbai),7,6,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),7,7,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),7,8,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),7,9,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),7,10,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),7,11,2008,28.38888889,83.1
Asia,India,,Bombay (Mumbai),7,12,2008,28.5,83.3
Asia,India,,Bombay (Mumbai),7,13,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),7,14,2008,28.5,83.3
Asia,India,,Bombay (Mumbai),7,15,2008,26.55555556,79.8
Asia,India,,Bombay (Mumbai),7,16,2008,28.5,83.3
Asia,India,,Bombay (Mumbai),7,17,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),7,18,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),7,19,2008,28.88888889,84
Asia,India,,Bombay (Mumbai),7,20,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),7,21,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),7,22,2008,28.88888889,84
Asia,India,,Bombay (Mumbai),7,23,2008,28.11111111,82.6
Asia,India,,Bombay (Mumbai),7,24,2008,25.88888889,78.6
Asia,India,,Bombay (Mumbai),7,25,2008,25.72222222,78.3
Asia,India,,Bombay (Mumbai),7,26,2008,25.94444444,78.7
Asia,India,,Bombay (Mumbai),7,27,2008,25,77
Asia,India,,Bombay (Mumbai),7,28,2008,25.94444444,78.7
Asia,India,,Bombay (Mumbai),7,29,2008,26.44444444,79.6
Asia,India,,Bombay (Mumbai),7,30,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),7,31,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),8,1,2008,28.05555556,82.5
Asia,India,,Bombay (Mumbai),8,2,2008,27.33333333,81.2
Asia,India,,Bombay (Mumbai),8,3,2008,28,82.4
Asia,India,,Bombay (Mumbai),8,4,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),8,5,2008,25.88888889,78.6
Asia,India,,Bombay (Mumbai),8,6,2008,26.5,79.7
Asia,India,,Bombay (Mumbai),8,7,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),8,8,2008,26.83333333,80.3
Asia,India,,Bombay (Mumbai),8,9,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),8,10,2008,26.38888889,79.5
Asia,India,,Bombay (Mumbai),8,11,2008,26.16666667,79.1
Asia,India,,Bombay (Mumbai),8,12,2008,26.44444444,79.6
Asia,India,,Bombay (Mumbai),8,13,2008,26.38888889,79.5
Asia,India,,Bombay (Mumbai),8,14,2008,27.11111111,80.8
Asia,India,,Bombay (Mumbai),8,15,2008,26.55555556,79.8
Asia,India,,Bombay (Mumbai),8,16,2008,26.61111111,79.9
Asia,India,,Bombay (Mumbai),8,17,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),8,18,2008,-72.77777778,-99
Asia,India,,Bombay (Mumbai),8,19,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),8,20,2008,27.72222222,81.9
Asia,India,,Bombay (Mumbai),8,21,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),8,22,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),8,23,2008,25.72222222,78.3
Asia,India,,Bombay (Mumbai),8,24,2008,25.77777778,78.4
Asia,India,,Bombay (Mumbai),8,25,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),8,26,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),8,27,2008,27.72222222,81.9
Asia,India,,Bombay (Mumbai),8,28,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),8,29,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),8,30,2008,28.61111111,83.5
Asia,India,,Bombay (Mumbai),8,31,2008,28.27777778,82.9
Asia,India,,Bombay (Mumbai),9,1,2008,28.55555556,83.4
Asia,India,,Bombay (Mumbai),9,2,2008,28.33333333,83
Asia,India,,Bombay (Mumbai),9,3,2008,29,84.2
Asia,India,,Bombay (Mumbai),9,4,2008,27.72222222,81.9
Asia,India,,Bombay (Mumbai),9,5,2008,26.27777778,79.3
Asia,India,,Bombay (Mumbai),9,6,2008,27.44444444,81.4
Asia,India,,Bombay (Mumbai),9,7,2008,28.05555556,82.5
Asia,India,,Bombay (Mumbai),9,8,2008,27.38888889,81.3
Asia,India,,Bombay (Mumbai),9,9,2008,25.83333333,78.5
Asia,India,,Bombay (Mumbai),9,10,2008,26.55555556,79.8
Asia,India,,Bombay (Mumbai),9,11,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),9,12,2008,27.38888889,81.3
Asia,India,,Bombay (Mumbai),9,13,2008,26.61111111,79.9
Asia,India,,Bombay (Mumbai),9,14,2008,26.44444444,79.6
Asia,India,,Bombay (Mumbai),9,15,2008,26.11111111,79
Asia,India,,Bombay (Mumbai),9,16,2008,25.66666667,78.2
Asia,India,,Bombay (Mumbai),9,17,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),9,18,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),9,19,2008,26.77777778,80.2
Asia,India,,Bombay (Mumbai),9,20,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),9,21,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),9,22,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),9,23,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),9,24,2008,-72.77777778,-99
Asia,India,,Bombay (Mumbai),9,25,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),9,26,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),9,27,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),9,28,2008,27.5,81.5
Asia,India,,Bombay (Mumbai),9,29,2008,27.44444444,81.4
Asia,India,,Bombay (Mumbai),9,30,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),10,1,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),10,2,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),10,3,2008,27.27777778,81.1
Asia,India,,Bombay (Mumbai),10,4,2008,27.44444444,81.4
Asia,India,,Bombay (Mumbai),10,5,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),10,6,2008,28.11111111,82.6
Asia,India,,Bombay (Mumbai),10,7,2008,27.66666667,81.8
Asia,India,,Bombay (Mumbai),10,8,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),10,9,2008,28.05555556,82.5
Asia,India,,Bombay (Mumbai),10,10,2008,29.27777778,84.7
Asia,India,,Bombay (Mumbai),10,11,2008,30.55555556,87
Asia,India,,Bombay (Mumbai),10,12,2008,31.11111111,88
Asia,India,,Bombay (Mumbai),10,13,2008,31.16666667,88.1
Asia,India,,Bombay (Mumbai),10,14,2008,31,87.8
Asia,India,,Bombay (Mumbai),10,15,2008,31.38888889,88.5
Asia,India,,Bombay (Mumbai),10,16,2008,31.72222222,89.1
Asia,India,,Bombay (Mumbai),10,17,2008,31.38888889,88.5
Asia,India,,Bombay (Mumbai),10,18,2008,31.44444444,88.6
Asia,India,,Bombay (Mumbai),10,19,2008,30.61111111,87.1
Asia,India,,Bombay (Mumbai),10,20,2008,30.61111111,87.1
Asia,India,,Bombay (Mumbai),10,21,2008,30.72222222,87.3
Asia,India,,Bombay (Mumbai),10,22,2008,29.88888889,85.8
Asia,India,,Bombay (Mumbai),10,23,2008,31.16666667,88.1
Asia,India,,Bombay (Mumbai),10,24,2008,30.61111111,87.1
Asia,India,,Bombay (Mumbai),10,25,2008,29.55555556,85.2
Asia,India,,Bombay (Mumbai),10,26,2008,28.11111111,82.6
Asia,India,,Bombay (Mumbai),10,27,2008,28.11111111,82.6
Asia,India,,Bombay (Mumbai),10,28,2008,28.11111111,82.6
Asia,India,,Bombay (Mumbai),10,29,2008,28.16666667,82.7
Asia,India,,Bombay (Mumbai),10,30,2008,29.05555556,84.3
Asia,India,,Bombay (Mumbai),10,31,2008,28.66666667,83.6
Asia,India,,Bombay (Mumbai),11,1,2008,29.27777778,84.7
Asia,India,,Bombay (Mumbai),11,2,2008,29.05555556,84.3
Asia,India,,Bombay (Mumbai),11,3,2008,29.11111111,84.4
Asia,India,,Bombay (Mumbai),11,4,2008,28.88888889,84
Asia,India,,Bombay (Mumbai),11,5,2008,28.83333333,83.9
Asia,India,,Bombay (Mumbai),11,6,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),11,7,2008,28.44444444,83.2
Asia,India,,Bombay (Mumbai),11,8,2008,28.22222222,82.8
Asia,India,,Bombay (Mumbai),11,9,2008,28.38888889,83.1
Asia,India,,Bombay (Mumbai),11,10,2008,29.33333333,84.8
Asia,India,,Bombay (Mumbai),11,11,2008,28.61111111,83.5
Asia,India,,Bombay (Mumbai),11,12,2008,28.83333333,83.9
Asia,India,,Bombay (Mumbai),11,13,2008,28.22222222,82.8
Asia,India,,Bombay (Mumbai),11,14,2008,26.5,79.7
Asia,India,,Bombay (Mumbai),11,15,2008,27.83333333,82.1
Asia,India,,Bombay (Mumbai),11,16,2008,28.66666667,83.6
Asia,India,,Bombay (Mumbai),11,17,2008,29.38888889,84.9
Asia,India,,Bombay (Mumbai),11,18,2008,29,84.2
Asia,India,,Bombay (Mumbai),11,19,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),11,20,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),11,21,2008,29.94444444,85.9
Asia,India,,Bombay (Mumbai),11,22,2008,30.16666667,86.3
Asia,India,,Bombay (Mumbai),11,23,2008,30.05555556,86.1
Asia,India,,Bombay (Mumbai),11,24,2008,29.5,85.1
Asia,India,,Bombay (Mumbai),11,25,2008,27.83333333,82.1
Asia,India,,Bombay (Mumbai),11,26,2008,27.22222222,81
Asia,India,,Bombay (Mumbai),11,27,2008,26.77777778,80.2
Asia,India,,Bombay (Mumbai),11,28,2008,28.38888889,83.1
Asia,India,,Bombay (Mumbai),11,29,2008,28.66666667,83.6
Asia,India,,Bombay (Mumbai),11,30,2008,29,84.2
Asia,India,,Bombay (Mumbai),12,1,2008,28.77777778,83.8
Asia,India,,Bombay (Mumbai),12,2,2008,28.5,83.3
Asia,India,,Bombay (Mumbai),12,3,2008,29.27777778,84.7
Asia,India,,Bombay (Mumbai),12,4,2008,29.77777778,85.6
Asia,India,,Bombay (Mumbai),12,5,2008,29.88888889,85.8
Asia,India,,Bombay (Mumbai),12,6,2008,28,82.4
Asia,India,,Bombay (Mumbai),12,7,2008,27.88888889,82.2
Asia,India,,Bombay (Mumbai),12,8,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),12,9,2008,27.5,81.5
Asia,India,,Bombay (Mumbai),12,10,2008,27.61111111,81.7
Asia,India,,Bombay (Mumbai),12,11,2008,26.72222222,80.1
Asia,India,,Bombay (Mumbai),12,12,2008,26.55555556,79.8
Asia,India,,Bombay (Mumbai),12,13,2008,27.77777778,82
Asia,India,,Bombay (Mumbai),12,14,2008,28.83333333,83.9
Asia,India,,Bombay (Mumbai),12,15,2008,28.72222222,83.7
Asia,India,,Bombay (Mumbai),12,16,2008,28,82.4
Asia,India,,Bombay (Mumbai),12,17,2008,28.61111111,83.5
Asia,India,,Bombay (Mumbai),12,18,2008,27.83333333,82.1
Asia,India,,Bombay (Mumbai),12,19,2008,27.94444444,82.3
Asia,India,,Bombay (Mumbai),12,20,2008,27.55555556,81.6
Asia,India,,Bombay (Mumbai),12,21,2008,27.38888889,81.3
Asia,India,,Bombay (Mumbai),12,22,2008,27.72222222,81.9
Asia,India,,Bombay (Mumbai),12,23,2008,27.83333333,82.1
Asia,India,,Bombay (Mumbai),12,24,2008,27.27777778,81.1
Asia,India,,Bombay (Mumbai),12,25,2008,26.5,79.7
Asia,India,,Bombay (Mumbai),12,26,2008,25.61111111,78.1
Asia,India,,Bombay (Mumbai),12,27,2008,24.77777778,76.6
Asia,India,,Bombay (Mumbai),12,28,2008,24.22222222,75.6
Asia,India,,Bombay (Mumbai),12,29,2008,23.72222222,74.7
Asia,India,,Bombay (Mumbai),12,30,2008,24.11111111,75.4
Asia,India,,Bombay (Mumbai),12,31,2008,23.22222222,73.8
Asia,India,,Bombay (Mumbai),1,1,2009,24.44444444,76
Asia,India,,Bombay (Mumbai),1,2,2009,25.61111111,78.1
Asia,India,,Bombay (Mumbai),1,3,2009,25.5,77.9
Asia,India,,Bombay (Mumbai),1,4,2009,25.16666667,77.3
Asia,India,,Bombay (Mumbai),1,5,2009,24.38888889,75.9
Asia,India,,Bombay (Mumbai),1,6,2009,23.33333333,74
Asia,India,,Bombay (Mumbai),1,7,2009,23.88888889,75
Asia,India,,Bombay (Mumbai),1,8,2009,24.11111111,75.4
